Gene Name,"'Astrocytoma, Pilocytic' vs 'normal'.foldChange",'ependymoma' vs 'normal'.foldChange,'glioblastoma' vs 'normal'.foldChange,'medulloblastoma' vs 'normal'.foldChange
YDJC,-1.0,-0.7,-0.8,-0.8
CCDC116,,-0.1,-0.2,-0.3
DVL3,0.8,0.7,0.9,1.1
AP2M1,,-0.4,-0.1,-0.2
ABCF3,-0.4,-0.6,-0.4,-0.5
PCYT1A,0.6,0.1,0.2,-0.4
FBXO27,-0.2,-0.6,-0.6,-0.8
DMKN,-0.6,1.3,-0.3,-0.2
BDH1,-0.7,-1.3,-1.0,-1.1
NPHS1,-0.5,-0.4,-0.3,-0.3
THAP8,,-0.2,,0.1
COX7A1,-2.3,-2.6,-2.0,-2.5
ZNF382,-0.4,-0.3,-0.2,0.3
LRRC56,-1.2,-0.4,-0.9,-0.9
PLXDC1,0.5,-0.6,-0.1,-0.2
PGAP3,0.3,,,-0.1
IKZF3,,-0.1,,-0.1
GRIN2C,-2.1,-0.9,-2.2,-1.1
FDXR,0.5,0.8,0.2,0.2
SAP30BP,0.4,1.0,0.5,0.2
ACOX1,0.1,0.1,-0.2,-0.1
PRPSAP1,0.2,0.3,0.2,0.8
CYGB,-0.4,-1.2,-1.3,-1.1
SRSF2,0.3,0.3,0.6,1.0
ZNF577,0.4,-0.2,,0.2
TMEM143,0.1,0.1,0.1,0.1
KLHL10,-0.1,-0.3,-0.2,-0.2
KASH5,-0.4,-0.4,-0.3,-0.3
HCRT,-0.2,-0.2,-0.1,-0.3
ALDH16A1,0.2,0.2,0.3,0.3
DCD,,-0.2,,-0.2
ITGA5,1.0,1.0,1.0,-0.1
SIGLEC11,-0.3,-0.3,-0.2,-0.3
ZNF385A,-0.2,-0.1,-0.4,-0.9
SIGLEC16,0.3,0.2,0.5,0.1
MPP3,-1.0,-0.8,-0.8,1.1
CD300LG,0.1,0.1,0.2,0.2
IZUMO2,0.1,,,-0.1
NAGS,,0.2,-0.1,-0.4
LSM 12.00,0.3,0.2,0.3,0.6
ASB16,0.4,0.3,0.3,0.1
EMC10,1.4,1.1,0.6,0.3
JOSD2,0.4,,,-0.6
SHANK1,-1.4,-1.2,-1.3,-0.7
FAM171A2,-0.4,-0.2,-0.3,0.4
DBF4B,,0.2,0.2,0.3
PLCD3,,0.6,-0.6,-1.3
FMNL3,1.2,1.4,0.9,1.0
AQP5,0.2,,0.1,0.2
RACGAP1,0.4,0.3,1.4,2.1
LARP4,0.1,0.3,0.4,0.5
TAMALIN,-0.8,-1.0,-0.8,-0.6
KRT82,0.3,0.3,0.4,0.1
SYCE2,,0.3,0.4,0.9
SPC24,-0.2,,1.0,0.9
IP6K3,-1.3,-0.9,-0.8,-1.1
LEMD2,0.5,0.4,0.6,0.7
ALOX15,,-0.2,-0.2,
TREML1,0.1,-0.2,-0.1,-0.5
ADCY10P1,0.2,0.3,0.1,0.1
ZNF653,-0.7,-0.3,-0.4,0.1
MED11,0.5,0.6,0.4,-0.1
CXCL16,1.9,1.0,1.3,-0.6
BCL6B,0.2,0.3,0.3,0.5
ASGR2,0.1,0.1,,
SENP3,-0.2,-0.2,-0.1,
CCDC42,-0.1,-0.1,-0.1,
POLR3K,-0.7,-0.7,-0.2,0.1
SNRNP25,-1.2,-0.8,-0.8,-1.0
PRR35,-0.3,-0.2,-0.3,-0.3
WDR90,-0.2,1.2,0.5,1.0
JMJD8,,0.1,-0.1,-0.3
CCDC78,-0.3,0.6,-0.3,-0.4
SSTR5,-0.5,-0.4,-0.5,-0.3
SPSB3,-0.4,-0.4,-0.4,
MEIOB,-0.2,,0.1,-0.1
HS3ST6,-0.2,-0.1,-0.1,-0.2
CCNF,-0.6,-0.5,0.1,0.5
TBC1D24,-0.7,-1.8,-1.1,
AMDHD2,-0.4,-0.4,-0.2,-0.1
NTN3,-0.3,-0.3,-0.4,-0.3
BICDL2,-0.9,-0.9,-0.8,-0.9
PAQR4,-0.6,0.5,-0.3,0.1
FLYWCH2,-0.2,-0.2,-0.2,0.1
ZG16B,-0.1,-0.2,-0.1,-0.1
ZNF75A,-0.2,-0.1,0.3,0.5
ADCY9,0.1,-1.3,-0.7,-0.8
SHANK2,-4.3,-2.1,-2.8,-1.8
CLPB,-0.1,-0.2,0.2,-0.6
NEU3,-0.2,-0.1,-0.2,0.4
CYB561A3,0.6,0.9,0.4,
PPP1R32,-0.4,0.4,-0.4,-0.4
ASRGL1,-1.0,-1.2,-1.1,-0.9
GNG3,-1.5,-3.3,-3.3,-2.9
UBXN1,,,,0.4
TTC9C,-0.4,-0.5,-0.2,-0.3
TAF6L,0.5,0.7,0.4,0.6
SLC25A45,0.3,-0.5,-0.1,-0.6
ITIH3,-0.1,-0.1,-0.2,-0.1
SYVN1,,,-0.1,-0.3
ZFPL1,0.3,0.5,0.2,0.3
RPS6KA4,-0.3,-0.7,-0.6,-1.1
LRP5,1.1,1.0,1.0,0.6
FGF19,-0.2,0.1,0.1,0.1
PDZK1IP1,0.1,0.5,0.4,0.1
TAL1,0.1,0.1,0.2,0.2
CMPK1,-0.3,-0.5,-0.3,0.1
BEND5,-0.3,-0.3,-0.2,0.8
ELAVL4,-2.9,-4.0,-2.3,-0.7
COA7,-0.1,-0.3,-0.1,-0.2
ZYG11B,-0.9,-1.1,-1.0,
SLC1A7,-0.2,-0.4,-0.3,
CZIB,0.3,0.4,0.3,0.4
ACOT11,-0.3,0.4,,-0.1
FAM151A,,0.1,0.1,
PARS2,0.3,0.5,0.4,0.4
LEXM,,-0.3,-0.2,-0.3
BSND,,-0.2,-0.1,
USP24,1.0,0.1,0.2,0.3
PLPP3,0.8,-0.5,-0.1,-3.2
NOL9,-0.2,-0.2,-0.1,0.4
PRKAA2,-0.6,-0.7,-1.1,-1.1
KLHL21,-0.7,-0.2,-0.4,-1.3
ZSWIM5,0.2,,,0.5
GMEB1,0.5,0.5,0.4,1.5
SLC45A1,-0.6,-1.2,-1.1,-1.4
SELENON,1.8,1.2,1.4,0.7
AK4,-1.3,-0.7,-0.6,-1.9
JAK1,0.3,0.1,,
RAVER2,-0.3,0.4,,0.5
CTRC,-0.2,,-0.1,-0.1
LZIC,0.5,0.5,0.3,0.6
RBP7,-0.5,-1.1,-0.7,-0.9
KNCN,0.1,0.6,,-0.1
FBLIM1,1.8,0.6,1.7,1.1
SLC25A34,-0.4,-0.4,-0.3,-0.1
AKR7A3,,0.5,0.1,0.1
DRAXIN,1.6,2.1,1.5,2.9
PDPN,3.6,2.2,2.5,0.9
DHRS3,1.1,0.8,0.6,-0.6
MATN1,0.5,-0.1,0.1,
LAPTM5,1.3,0.4,0.9,-0.8
SDC3,1.3,-0.1,0.5,-1.2
PEF1,-0.2,,-0.2,-0.4
SYNC,0.8,2.7,0.3,-0.1
RBBP4,-0.2,,-0.3,0.9
KIAA1522,-0.9,-0.1,-0.6,-0.6
TSSK3,0.2,0.1,0.1,
TMCO4,0.8,0.9,0.9,
UBXN10,0.1,1.1,-0.4,-0.8
CAMK2N1,-1.3,-2.9,-1.5,-1.0
ALPL,-0.1,-0.7,-0.4,-0.9
WNT4,0.2,-0.1,-0.1,0.3
TTLL10,,0.2,,-0.2
SCNN1D,-0.2,-0.3,-0.3,-0.3
MXRA8,1.0,1.5,0.4,0.5
FAAP20,0.9,0.7,0.7,0.7
MEGF6,-0.2,1.0,,0.3
CCDC27,-0.3,-0.4,-0.4,-0.2
IL23R,0.1,,,
DIRAS3,2.2,-0.2,1.1,-0.1
C1orf87,0.5,1.1,,-0.2
NFIA,-0.3,-0.1,-0.1,
NFIA,0.2,0.7,,0.8
OMA1,0.9,1.0,0.9,0.1
MYSM1,0.2,-0.4,0.1,0.2
TM2D1,0.4,0.2,0.2,-0.2
USP1,0.1,0.3,0.7,1.3
FUBP1,,0.6,0.4,1.6
NEXN,1.0,0.4,0.4,-0.2
DNAJB4,-0.3,-0.3,-0.6,-1.3
ADGRL4,1.7,1.1,1.4,0.2
LRRIQ3,0.2,0.6,0.3,0.1
TYW3,0.6,0.8,0.8,0.5
LHX8,0.1,0.1,0.1,3.6
SNX7,1.0,0.2,0.7,-0.7
B3GALT2,0.4,-3.2,-1.8,-1.8
NTNG1,0.3,-2.8,-2.0,-2.1
FAM102B,-1.4,-2.1,-1.2,-0.6
HENMT1,-0.8,-1.0,-1.2,-0.9
AKNAD1,0.2,0.2,0.9,-0.1
C1orf52,-0.7,-0.7,-0.3,-0.4
DNAI3,0.1,3.4,0.4,-0.1
GBP2,3.2,1.5,1.9,
ATXN7L2,-0.4,-0.3,-0.2,0.3
GBP4,1.1,0.2,0.4,-0.1
ZNF326,0.6,0.4,0.5,0.7
HFM1,0.7,1.1,0.4,1.6
BRINP3,1.6,-2.9,-0.2,-2.6
KCNT2,0.6,,-0.1,-0.9
AGL,,,-0.1,
VCAM1,0.9,2.5,2.4,0.8
EXTL2,-0.1,-0.2,-0.1,
SLC30A7,1.0,0.3,0.8,0.8
ZNF281,-0.3,-0.5,0.1,0.4
ARPC5,0.2,0.1,0.5,0.2
CADM3,-0.3,0.1,-1.2,-0.6
NLRP3,0.9,0.1,0.5,-0.6
ZNF496,0.5,0.3,0.6,1.0
TRIM58,-0.3,-0.9,,0.2
SLAMF9,0.1,0.1,0.2,-0.1
KCNJ9,-2.5,-4.8,-3.5,-4.3
IGSF8,-1.1,-1.7,-1.2,-1.2
DDR2,1.2,1.5,0.5,-0.4
PEA15,,-0.1,-0.2,-1.6
PEX19,-0.2,0.2,-0.3,-0.1
NCSTN,1.1,1.2,0.8,0.5
VANGL2,1.8,2.6,1.8,2.4
SLAMF6,0.3,0.4,0.4,0.1
OLFML2B,1.0,0.4,0.6,0.2
FCRLB,0.2,-0.8,0.2,-1.1
FCGR3B,1.2,0.4,1.0,-0.5
SLC9C2,,1.0,0.1,
KLHDC9,-0.6,0.5,-0.9,-0.8
C1orf74,0.1,0.2,0.3,0.6
LMX1A,,0.4,0.1,1.2
LRRC52,0.3,0.4,0.4,0.2
FLVCR1,0.1,,0.6,1.4
FAM71A,-0.3,-0.3,-0.3,-0.4
ATF3,0.4,0.9,0.4,-0.8
RBM15,-0.3,-0.2,,0.2
DENND2D,1.4,0.8,1.1,0.1
AXDND1,,,-0.1,
TDRD5,-0.6,-0.4,-0.5,-0.6
IER5,-0.3,0.1,0.4,1.2
SNED1,0.8,1.1,,-0.7
BPNT1,0.5,-0.2,0.3,-0.4
SPATA17,0.8,4.4,1.6,1.0
C1orf115,-3.0,-2.7,-2.8,-1.4
BROX,0.6,0.5,0.5,0.1
ACP6,0.8,1.1,1.1,0.2
WDR64,-0.1,,,
KIF26B,0.8,-0.3,0.1,-1.1
TFB2M,0.3,0.4,0.8,1.1
CNST,-1.4,-1.4,-1.4,-1.0
PPP1R21,-1.0,-0.7,-0.9,-0.6
KLHDC8A,0.9,,1.7,2.3
PM20D1,0.4,0.1,0.2,0.1
PKDCC,-0.2,-0.3,,0.2
OXER1,0.3,0.2,0.3,0.3
HAAO,-0.2,-0.4,-0.4,-0.3
B3GALNT2,-0.3,-0.1,0.3,1.0
MAPKAPK2,0.2,0.3,0.4,-0.1
IL20,0.1,,,
IL24,,-0.1,,-0.1
FCMR,0.6,0.7,0.7,0.2
PIGR,,-0.1,-0.1,-0.1
FCAMR,0.3,0.3,0.3,0.1
CAPN2,1.2,1.0,0.9,0.5
MRPL55,-0.4,-0.4,-0.2,-0.3
OBSCN-AS1,-1.2,-0.9,-0.7,
WDR26,0.5,0.6,0.8,0.6
REL,0.5,0.3,0.2,0.4
PUS10,0.4,0.8,0.6,0.5
PEX13,0.6,0.9,0.8,1.1
KIAA1841,-1.1,-0.8,-0.6,0.2
RFTN2,0.8,0.4,0.1,-1.0
DISC1,2.0,0.2,1.5,1.0
LINC01931,0.1,-0.1,-0.1,-0.1
CAPN13,-0.2,-0.3,-0.1,-0.2
LRRTM1,-1.0,-1.2,-1.5,-2.4
DPY30,-0.2,0.1,,0.2
TYW5,,-0.3,-0.1,-0.1
MAIP1,-0.1,-0.1,,
KCNF1,0.4,-1.6,-0.4,-1.6
SLC66A3,1.1,1.4,1.1,0.2
LRATD1,0.5,-1.9,-0.5,0.1
KCNJ3,-4.9,-1.9,-4.3,-3.1
NEUROD1,-2.8,-2.9,-2.1,2.4
CLHC1,0.9,2.3,1.0,1.2
PRORSD1P,0.3,0.3,0.5,0.6
FRZB,1.4,2.4,0.2,0.3
DUSP19,0.1,0.2,0.3,0.5
CFAP36,-0.5,0.2,-0.2,
NUP35,0.6,0.5,1.0,0.9
CCDC138,-0.4,0.6,0.1,0.6
ZSWIM2,0.1,,,
FBXO41,-2.7,-3.5,-2.4,-2.0
ACTG2,0.2,0.7,0.5,0.8
WDCP,,-0.1,0.5,0.6
SMC6,0.4,0.5,0.9,1.1
VSNL1,-5.5,-5.1,-4.7,-4.5
SLC16A14,,-0.6,-1.3,-0.5
EN1,1.4,,1.9,0.6
SGCB,0.8,0.1,0.2,0.1
SPATA18,2.1,3.7,0.8,1.0
NOSTRIN,0.4,-0.2,-0.2,-0.6
CFAP221,-0.3,1.7,,-0.5
CCDC140,0.4,0.8,0.2,0.3
SGPP2,-2.2,-1.1,-2.1,-2.4
INHBB,0.1,1.5,0.4,0.5
XIRP2,0.1,0.1,,
SMARCAD1,0.7,0.4,0.8,1.5
HPGDS,1.6,0.4,1.0,-0.2
PDLIM5,1.3,1.1,0.8,-0.6
PDHA2,0.1,,,
STPG2,,,-0.1,-0.1
NEURL3,0.1,0.4,0.4,-0.1
RPRD2,0.1,,-0.1,0.3
ANKRD23,-0.1,0.2,0.2,0.7
CTSS,1.7,1.0,1.4,0.1
MSX1,-0.4,3.9,0.2,-0.5
PACRGL,0.5,1.0,0.7,1.0
BNIPL,-0.2,-0.2,-0.2,-0.2
C1QTNF7,0.3,0.1,,0.1
TNFAIP8L2,0.5,0.1,0.3,-0.4
LYSMD1,-0.1,,0.3,0.6
SCNM1,,,0.3,0.2
VPS72,,0.4,0.5,1.0
ERCC3,-0.2,-0.1,0.2,0.3
RNF149,0.4,0.5,0.3,0.2
IWS1,0.1,0.4,0.3,0.3
BOLA3,-0.1,-0.1,0.1,-0.5
CDC42EP3,-0.5,0.1,0.2,1.4
S100A11,2.2,1.8,1.7,-0.1
LCE3D,0.2,0.1,0.1,0.4
SMCP,0.4,0.1,0.4,-0.1
IVL,0.2,0.1,0.2,-0.1
SPRR3,0.1,0.1,0.1,0.2
DHX57,0.3,0.2,0.4,0.6
BMP10,-0.1,-0.1,0.1,
PGLYRP4,0.3,0.3,0.3,
ARHGAP25,0.8,0.4,1.0,
S100A9,-0.2,0.1,0.5,-0.8
S100A12,-0.1,-0.4,,-0.8
TGFA,2.1,-1.3,0.4,-1.4
TDRD10,,,0.1,-0.1
CCNYL1,0.1,0.2,0.5,-0.3
FZD5,0.4,0.4,0.9,-1.5
CRYGC,-0.5,-0.3,-0.4,-0.3
DCAF16,1.0,1.0,1.2,1.6
NPPC,-1.1,0.4,-0.8,-0.9
GNPDA2,0.5,0.4,0.3,0.1
ALPP,-0.1,-0.1,-0.2,-0.2
GABRG1,-4.5,-0.8,-4.1,-4.1
ALPG,-0.5,-0.4,-0.5,-0.3
GABRB1,-2.9,-4.0,-3.6,-3.4
PAQR3,,-0.2,0.1,0.3
NIPAL1,,-0.1,,0.2
ALPI,-0.5,-0.6,-0.5,-0.5
ANTXR2,1.5,2.6,1.6,2.9
HELQ,,0.2,0.2,0.4
MRPS18C,0.1,,,
CGGBP1,0.1,0.2,0.2,0.9
ABRAXAS1,0.5,0.7,0.7,0.9
GPR155,0.6,-1.7,-0.6,-1.4
DAPL1,-0.1,-0.5,0.4,1.3
PMVK,-0.4,-0.2,-0.3,-0.5
PBXIP1,0.1,0.7,-0.3,-1.8
CLDN1,1.5,0.8,0.4,1.3
PYGO2,-0.1,0.1,,-0.1
HIPK1,0.1,0.9,-0.1,0.1
DCST2,-0.1,,-0.1,
DCST1,0.1,,0.1,
COL6A3,1.6,1.7,1.3,2.1
INAVA,3.1,0.7,2.4,0.3
LINC01116,,0.2,0.9,-0.5
YY1AP1,0.3,0.2,0.3,0.4
KBTBD8,-0.5,-1.6,-0.4,-0.7
TAFA4,-1.4,-1.4,-1.2,-0.2
EOGT,0.7,0.7,0.8,0.8
LMOD3,-0.1,,-0.1,-0.1
NAXE,0.9,0.2,0.3,-0.2
POGLUT1,0.9,0.3,1.0,0.9
SLC22A15,-0.9,-0.4,-1.3,-2.3
CCKAR,-0.1,,-0.1,-0.2
IGFN1,-0.4,-0.4,-0.3,-0.5
ATP1A1,-0.2,-1.1,-0.8,-1.3
SLC15A2,-1.0,0.3,-0.9,-2.8
EIF4E3,-0.9,-0.5,-0.9,-0.3
PROK2,-0.5,0.4,,-0.5
LRRC58,0.8,0.4,0.8,0.2
FSTL1,0.7,2.4,0.9,1.4
LMOD1,1.2,0.7,-0.3,-0.7
ELF3,,0.7,,
PDCL2,,-0.1,-0.1,
TMEM183A,-1.3,-1.2,-1.0,-0.5
TMEM169,0.5,-0.8,0.1,0.3
IGFBP7,1.5,0.8,1.1,0.2
TRIM46,-0.6,-1.0,-0.4,-0.4
KRTCAP2,0.5,0.3,0.6,0.6
CXCR1,0.2,0.2,0.3,0.1
ARPC2,0.1,,0.2,-0.1
TSACC,,0.1,0.1,-0.2
CCT3,0.2,0.5,0.6,0.6
TMEM79,0.2,0.3,0.6,0.4
SSR2,0.5,0.2,1.0,1.2
RNF25,-0.1,,0.1,
STK36,0.4,1.5,1.0,1.0
ADORA1,0.4,-1.5,-0.1,-2.5
NEK10,-0.4,0.4,-0.3,-0.3
CCDC141,0.2,0.7,0.1,0.9
FEV,,,0.3,0.9
CRYBA2,-0.7,-0.6,-0.2,0.5
IHH,0.2,0.2,0.1,0.1
CIP2A,-0.4,-0.2,0.6,1.3
EOMES,-0.3,,-0.1,2.8
CWC22,0.1,0.2,0.3,0.5
AZI2,-0.1,-0.1,,0.5
TGFBR2,1.8,1.1,1.0,0.7
RETNLB,0.1,0.2,0.3,0.1
ANKZF1,-0.6,-0.2,-0.3,0.1
HDAC11,-1.2,-1.3,-1.4,-2.0
FCRL4,0.1,0.1,0.1,
TRAT1,,,,-0.1
FBLN2,-0.1,0.8,-0.7,-0.4
GLB1L,0.8,1.9,0.8,0.4
STT3B,0.6,0.4,0.6,0.6
CHCHD4,-0.5,-0.4,-0.4,-0.5
DPPA2,,,-0.1,-0.1
NFASC,-0.4,-0.6,-0.8,-1.6
FCRL1,-0.2,-0.2,-0.1,-0.3
SGO2,0.8,1.2,2.5,2.4
SERPINI1,-3.4,-3.7,-3.7,-4.2
CLASP2,-0.3,-0.4,-0.6,0.1
SUCLG1,,-0.2,,-0.1
NUAK2,1.4,1.2,1.0,1.4
SPTA1,0.2,0.3,0.3,0.2
PRKCI,-0.6,-0.4,-0.4,-0.3
MNDA,1.8,0.8,1.4,-0.7
PYHIN1,-0.1,-0.2,-0.1,-0.1
IFI16,2.6,0.5,2.3,-0.7
AIM2,0.3,0.9,0.4,0.9
EFHB,1.0,2.1,0.6,0.5
EIF5A2,-1.4,-1.2,-1.0,-1.7
SLC2A2,-0.2,-0.2,-0.1,
RPL22L1,1.2,0.9,1.2,0.4
FABP1,-0.5,-0.4,-0.5,-0.4
PPM1L,-1.7,-2.0,-2.1,-0.5
ICA1L,-0.6,0.1,-0.6,-0.2
SNHG16,0.8,0.8,1.0,0.7
CTLA4,,-0.1,0.1,-0.1
ICOS,,-0.2,-0.1,
RYBP,-1.0,-0.7,-0.7,0.4
PPP4R2,0.5,0.7,0.9,0.8
CD200R1,0.3,0.2,0.3,0.1
GTPBP8,0.3,-0.3,0.2,0.4
NEPRO,0.4,0.3,0.5,0.6
SPICE1,0.7,1.7,1.1,0.6
CCDC191,0.4,2.0,0.8,0.7
CADPS,-1.2,-2.9,-2.0,0.1
NKX6-1,-0.2,0.2,-0.1,0.1
CDS1,-3.6,-1.3,-3.1,-3.1
WDFY3,,-0.5,-0.6,-0.2
COX18,-0.1,-0.2,0.2,0.5
PTPN13,0.6,0.3,0.4,-0.8
SYNPR,-6.4,-6.1,-5.0,-4.0
ALB,,,-0.1,
C3orf49,0.1,0.1,0.1,
THOC7,-0.4,-0.7,-0.1,0.2
PSMD6,,,0.2,0.2
PRICKLE2,-0.3,-1.6,-1.4,-1.5
ADAMTS9,0.8,0.9,0.7,-0.8
PPM1K,-0.8,-1.3,-1.5,-2.0
ERICH6,0.4,0.5,0.3,0.2
CLRN1,0.2,-0.1,0.1,0.1
GMPS,-0.6,-0.3,-0.4,0.5
TIPARP,0.1,0.3,0.1,-0.5
CCNL1,-0.1,0.1,0.4,0.6
PTX3,2.4,3.1,3.7,2.3
HESX1,0.2,0.4,0.5,0.4
DCLK3,-1.3,-1.1,-1.1,-0.7
SLMAP,-0.4,,-0.3,-0.5
SMIM14,0.1,-0.2,-0.3,0.3
ABHD6,-0.1,-0.7,-0.9,-0.8
DNASE1L3,0.2,0.2,0.3,0.1
CFAP20DC,,0.8,0.4,0.7
RBM47,1.5,0.7,1.4,-0.2
APBB2,0.8,-0.9,0.4,-0.4
IL17RE,-0.2,-0.2,-0.1,0.1
PRRT3,-1.1,-2.0,-1.8,-2.4
FANCD2OS,-0.1,-0.2,-0.1,-0.2
PCOLCE2,2.4,0.4,2.3,0.7
U2SURP,0.3,0.6,0.7,1.1
MTMR14,,-0.4,0.1,
TTC14,0.2,0.2,0.3,0.1
CXCL3,-0.3,2.2,0.4,-0.4
CXCL5,-0.6,3.9,0.4,-0.8
PPBP,1.3,0.6,1.1,0.4
PF4,0.5,0.2,0.3,0.1
MTHFD2L,0.7,2.0,1.5,0.8
CXCL1,-0.3,1.5,0.2,-0.3
RCHY1,,,-0.1,0.2
PLSCR2,0.3,0.3,0.3,0.1
CCDC158,,,0.1,0.1
CPA3,0.5,0.5,0.5,0.4
GYG1,0.4,0.1,,-0.9
HPS3,0.6,,0.5,0.1
TM4SF18,1.3,1.0,1.0,0.6
TOPBP1,-0.1,-0.3,0.6,1.1
RYK,1.0,1.3,1.3,1.6
SNRK,-0.7,-0.7,-0.4,-0.1
DNAJC5G,-0.1,,,-0.1
UCN,-1.2,-1.2,-0.6,-0.4
ZNF513,-0.1,0.2,0.1,
PLB1,0.4,0.3,0.2,
SPDYA,-0.1,0.2,0.3,0.1
KIAA1143,-0.1,-0.1,,0.1
KIF15,0.3,1.5,2.6,3.3
TGM4,0.1,0.1,0.1,
WDR43,0.4,0.2,0.6,0.6
ZDHHC3,-0.1,-0.4,-0.3,-0.1
CDCP1,1.9,1.0,1.2,0.2
SLC6A20,0.1,-0.4,-0.3,-0.4
LZTFL1,-0.7,0.7,-0.6,-0.5
FYCO1,0.2,0.1,0.2,
CCR1,1.5,0.8,1.4,-0.4
RTP3,0.3,0.1,0.2,0.1
LRRC2,-1.1,0.1,-1.1,-2.2
ELP6,-0.1,-0.1,0.1,0.3
FBXO40,-0.3,-0.3,-0.2,-0.3
DTX3L,2.6,1.8,2.3,
ZNF148,-0.1,,-0.2,-0.2
NMNAT3,0.8,0.4,0.5,0.7
SMIM12,-0.3,-0.7,-0.3,-0.5
ZMYM6,,,0.1,
TPRA1,0.1,0.1,-0.1,
YEATS2,-0.5,-0.7,-0.2,0.1
GRIK3,1.7,-2.0,0.6,-1.1
ZC3H12A,0.2,0.4,0.3,-0.1
MEAF6,-0.1,0.1,0.1,0.5
SNIP1,-0.3,-0.2,-0.4,
DNALI1,1.4,3.5,1.6,0.7
POLR2H,-0.4,0.2,0.4,0.3
KLF15,0.4,0.1,-0.3,-1.5
CFAP100,-0.6,-0.2,-0.5,-0.3
CAMK2N2,-2.1,-3.5,-1.9,-1.2
LIPH,0.2,-0.3,-0.1,-0.2
TMEM41A,0.7,-0.1,0.1,
RPN1,0.9,0.8,0.9,0.7
SENP2,0.4,0.4,0.4,0.1
HEYL,0.2,-0.1,0.4,
IFT122,-0.4,0.7,-0.2,-0.2
RHO,-0.1,-0.1,-0.1,-0.2
RFC4,-0.1,0.3,1.2,1.7
RPL39L,-0.1,-0.1,0.1,
BAP1,-0.7,-0.8,-0.6,-0.7
TKT,0.2,0.3,0.3,0.3
PRKCD,-0.1,,-0.2,-1.2
RFT1,0.5,0.5,0.7,0.3
SFMBT1,0.2,0.7,0.6,0.9
GNL3,-0.2,-0.1,0.4,0.6
PBRM1,0.4,0.4,0.7,1.6
UVSSA,0.1,0.1,0.4,0.3
TASOR,0.8,0.7,0.5,0.2
ARHGEF3,-0.7,-1.3,-0.8,-0.9
SLBP,-0.5,-0.3,,0.2
LRPAP1,,-0.1,-0.4,-0.9
ZDHHC19,-0.2,-0.2,-0.1,
SLC51A,,,0.1,
UBXN7,0.4,0.6,0.2,0.9
RNF168,,-0.3,0.2,0.5
PIGX,0.2,0.6,0.3,0.3
MELTF,-0.7,-0.5,-0.1,-0.7
S100P,-0.2,-0.2,0.1,-0.3
ABLIM2,-2.4,-2.3,-1.9,-2.4
EXO5,0.1,-0.1,-0.2,0.7
CLDN19,0.3,0.4,0.3,0.3
ERMAP,0.1,0.6,-0.1,-0.7
ZNF691,0.4,0.8,0.5,0.7
AIMP1,0.8,1.0,0.9,1.1
SGMS2,0.2,1.6,0.4,-0.9
METAP1,-0.1,-0.4,,0.3
DNAJB14,-0.7,-1.0,-0.9,-0.9
H2AZ1,-0.3,-0.3,0.5,0.8
EMCN,1.3,0.8,0.8,0.6
SLC9B1,,,,0.1
SLC9B2,-0.4,-0.8,-0.8,-1.1
BDH2,,,-0.3,-1.9
PGRMC2,-0.5,-0.1,-0.5,0.4
CDC25A,,0.6,1.4,2.0
CAMP,-0.1,-0.2,-0.2,-0.3
ZNF589,0.2,0.3,0.4,0.7
FBXW12,-0.2,-0.2,-0.1,-0.2
PLXNB1,0.3,0.8,,
CCDC51,-0.3,-0.1,0.1,0.3
ATRIP,0.3,0.2,0.6,0.6
SHISA5,0.7,0.4,0.5,0.1
SPRY1,1.7,0.9,2.0,0.7
BSN,-2.9,-3.5,-3.1,-2.2
APEH,0.1,0.3,0.3,
INTU,-1.0,1.2,-0.2,0.1
RNF123,-0.3,-0.3,-0.4,-0.3
HSPA4L,-1.8,-0.7,-1.5,-1.0
MFSD8,0.3,-0.1,-0.1,0.2
ABHD18,,0.2,0.1,0.5
CAMKV,-2.9,-2.3,-2.1,-1.3
MON1A,,-0.4,,-0.2
MST1R,-0.2,-0.2,-0.2,-0.1
RAD54L2,,-0.2,0.1,0.3
TEX264,,0.1,0.1,-0.2
GRM2,-1.4,-1.2,-1.1,-0.2
DUSP7,-0.8,-2.2,-1.1,-1.7
POC1A,-0.1,-0.1,0.7,0.6
PPM1M,0.3,-0.2,0.2,-0.4
ETNPPL,-5.7,-5.1,-4.7,-5.7
WDR82,-0.4,-0.3,-0.1,0.3
PITX2,0.1,-0.1,0.3,0.8
C4orf3,0.1,0.2,-0.1,-0.5
PRSS12,-0.6,0.2,0.4,1.2
NDST3,-2.2,-1.7,-2.0,-0.5
HMGB2,0.5,1.4,1.9,2.7
SAP30,0.4,0.8,1.1,0.5
SCRG1,1.6,-1.4,0.3,-3.6
HAND2,-0.2,-0.4,-0.2,0.2
MAD2L1,0.2,1.1,2.5,3.1
ANXA5,1.9,1.6,1.7,0.7
SMIM43,-3.7,-3.5,-3.0,-2.7
ADAD1,0.1,0.2,0.2,0.1
MAP9,-0.4,-0.1,-0.5,-1.0
GUCY1A1,-0.9,-1.5,-1.0,-1.6
FBXO8,0.6,0.7,0.3,-0.2
CEP44,0.8,0.8,1.1,1.4
HPGD,-0.8,-0.9,-1.0,-1.0
ASB5,2.0,-0.6,0.3,-0.9
C4orf45,-0.1,0.1,-0.1,
TMEM144,-2.2,-1.9,-1.4,-3.1
GASK1B,0.3,1.4,,-0.9
